,open,high,low,close,volume,weekday,month,year,return,volatility,sma_7,sma_14,rsi,obv
2000-01-27,65.19,67.75,64.63,66.94,6784000.0,3,1,2000,0.03286529856503617,0.06612899887495655,66.39285714285714,66.295,51.8578352180937,-14261800.0
2000-01-28,65.0,66.44,60.0,61.69,13777900.0,4,1,2000,-0.07842844338213328,0.07128543013902702,65.66142857142857,65.73285714285714,39.749934878874704,-28039700.0
2000-01-31,60.38,64.75,58.44,64.56,10697900.0,0,1,2000,0.0465229372669802,0.07334346665629804,65.63428571428571,65.40214285714286,44.338469063340675,-17341800.0
2000-02-01,67.5,70.63,64.38,67.44,13404600.0,1,2,2000,0.044609665427509215,0.07207004305239313,66.40285714285714,65.45142857142858,50.83474473747882,-3937200.0
2000-02-02,67.94,72.25,67.75,69.44,14025900.0,2,2,2000,0.029655990510083052,0.05249284490187074,66.30428571428571,65.87142857142857,57.32436472346786,10088700.0
2000-02-03,81.13,85.94,77.38,84.19,43750000.0,3,2,2000,0.21241359447004604,0.09518213250241493,68.43857142857142,67.175,67.37764235383736,53838700.0
2000-02-04,82.75,82.75,78.0,78.56,11023000.0,4,2,2000,-0.06687255018410732,0.09565036695839824,70.40285714285714,68.19714285714285,62.67493356953056,42815700.0
2000-02-07,76.19,76.88,73.13,75.0,10129000.0,0,2,2000,-0.04531568228105909,0.09993790833618198,71.55428571428571,68.97357142857143,59.0749707797629,32686700.0
2000-02-08,74.0,84.0,73.44,83.13,19472800.0,1,2,2000,0.10839999999999983,0.09392150232109724,74.61714285714285,70.1392857142857,62.488521579430675,52159500.0
2000-02-09,80.55,83.73,80.02,80.25,9580400.0,2,2,2000,-0.034644532659689586,0.09887831593583496,76.85857142857142,71.24642857142857,61.71402660217655,42579100.0
2000-02-10,78.5,79.88,75.5,76.19,9979600.0,3,2,2000,-0.050591900311526494,0.10383376070007151,78.10857142857142,72.25571428571429,60.462016881386056,32599500.0
2000-02-11,77.13,79.13,75.5,76.19,8309000.0,4,2,2000,0.0,0.10406756840597618,79.07285714285715,72.68857142857142,55.09586276488396,32599500.0
2000-02-14,75.69,75.75,73.56,74.44,5169700.0,0,2,2000,-0.022968893555584735,0.05883815262588505,77.67999999999999,73.05928571428572,54.301342615614125,27429800.0
2000-02-15,73.44,76.19,70.63,73.81,6424500.0,1,2,2000,-0.008463191832348116,0.0543949596794954,77.00142857142858,73.70214285714285,57.961783439490446,21005300.0
2000-02-16,72.75,73.44,70.63,70.69,4260200.0,2,2,2000,-0.04227069502777403,0.05405470057302151,76.38571428571427,73.97,53.26030255607721,16745100.0
2000-02-17,71.25,71.31,68.0,69.0,6129600.0,3,2,2000,-0.023907200452680688,0.01798717012325111,74.36714285714285,74.49214285714285,56.77479147358666,10615500.0
2000-02-18,68.44,69.0,63.88,64.75,8726400.0,4,2,2000,-0.061594202898550776,0.022446888431965642,72.15285714285714,74.50571428571428,50.17169709018616,1889100.0
2000-02-22,64.94,66.5,63.06,63.56,5685800.0,1,2,2000,-0.0183783783783783,0.02075287646787311,70.34857142857143,74.22857142857143,46.38329604772559,-3796700.0
2000-02-23,64.88,71.75,64.69,70.44,8441200.0,2,2,2000,0.10824417872876024,0.05495322894342019,69.52714285714286,74.3,50.85440874914558,4644500.0
2000-02-24,70.56,71.38,65.63,68.44,5869300.0,3,2,2000,-0.028392958546280544,0.05520578978539117,68.67,73.175,32.794406816692145,-1224800.0
2000-02-25,67.44,69.38,65.19,69.13,4870500.0,4,2,2000,0.010081823495032172,0.05577200062104976,68.00142857142858,72.50142857142858,38.45211854028899,3645700.0
2000-02-28,66.56,67.19,64.13,65.75,5057700.0,0,2,2000,-0.04889338926659914,0.0565010441136336,67.29571428571428,71.84071428571428,38.62238622386223,-1412000.0
2000-02-29,66.0,68.97,65.88,68.88,7148500.0,1,2,2000,0.047604562737642464,0.059724689969402965,67.27857142857142,70.82285714285715,30.014025245441786,5736500.0
2000-03-01,67.63,68.5,65.0,65.88,5576700.0,2,3,2000,-0.04355400696864109,0.056883137516910896,67.44,69.79642857142856,29.913335197092522,159800.0
2000-03-02,64.94,65.0,62.19,62.56,7980100.0,3,3,2000,-0.050394656952033934,0.06015800968389177,67.29714285714286,68.82285714285715,30.545246931201817,-7820300.0
2000-03-03,63.25,64.75,62.06,62.5,6059500.0,4,3,2000,-0.0009590792838874984,0.03680785480181691,66.16285714285713,67.845,30.49301795383299,-13879800.0
2000-03-06,62.88,67.25,62.81,63.94,7665800.0,0,3,2000,0.02303999999999995,0.03906914649561937,65.52,67.095,34.905117883841285,-6214000.0
2000-03-07,64.88,65.81,62.13,63.5,4178800.0,1,3,2000,-0.006881451360650548,0.03820403929620342,64.71571428571428,66.35857142857142,35.09684880023127,-10392800.0
2000-03-08,63.25,64.75,60.56,63.63,5940700.0,2,3,2000,0.0020472440944883097,0.034557013858934886,64.41285714285713,65.85428571428571,38.82911392405064,-4452100.0
2000-03-09,63.0,69.0,62.19,68.81,8312500.0,3,3,2000,0.08140814081408143,0.044053000928654544,64.40285714285714,65.84071428571428,49.72926759760615,3860400.0
2000-03-10,67.25,68.53,65.0,66.88,3713500.0,4,3,2000,-0.028048248801046505,0.04179026542602127,64.54571428571428,65.99285714285715,53.249923710711,146900.0
2000-03-13,64.0,66.63,63.0,65.31,5634300.0,0,3,2000,-0.02347488038277501,0.0370383222439391,64.93857142857142,66.11785714285715,52.639517345399696,-5487400.0
2000-03-14,66.06,66.94,63.38,65.63,4805300.0,1,3,2000,0.004899709079773329,0.036901472231913784,65.38571428571429,65.77428571428571,40.95524633320797,-682100.0
2000-03-15,64.75,65.13,62.0,63.75,6082700.0,2,3,2000,-0.028645436538168423,0.03842943773414448,65.35857142857142,65.43928571428572,41.14091424253872,-6764800.0
2000-03-16,62.25,66.38,60.0,66.25,9703100.0,3,3,2000,0.03921568627450989,0.040887433677295144,65.75142857142858,65.23357142857142,44.90806223479491,2938300.0
2000-03-17,66.06,66.38,64.5,64.81,5298500.0,4,3,2000,-0.02173584905660375,0.04230888466386096,65.92,65.16642857142857,48.21564160971906,-2360200.0
2000-03-20,63.5,64.5,62.38,64.19,5813500.0,0,3,2000,-0.009566424934423723,0.024617297915626644,65.26,64.83142857142857,40.15946286193873,-8173700.0
2000-03-21,65.13,73.0,62.25,72.38,17082900.0,1,3,2000,0.12758996728462368,0.05577225234255231,66.04571428571428,65.2957142857143,61.199172984148866,8909200.0
2000-03-22,70.88,74.0,69.25,70.69,11566400.0,2,3,2000,-0.023348991434097743,0.05575869519262664,66.81428571428572,65.87642857142858,64.84118291347207,-2657200.0
2000-03-23,69.5,70.94,67.5,67.69,5442100.0,3,3,2000,-0.042438817371622584,0.059591467433255475,67.10857142857142,66.24714285714286,58.55588526211672,-8099300.0
2000-03-24,74.62,75.25,71.31,72.69,9746000.0,4,3,2000,0.07386615452799528,0.06223392581824229,68.38571428571429,66.87214285714286,62.90941280613751,1646700.0
2000-03-27,72.25,75.13,71.75,73.13,4748600.0,0,3,2000,0.006053102214885087,0.06183374387320647,69.36857142857143,67.56,64.20773089406904,6395300.0
2000-03-28,72.38,72.75,69.47,70.13,5197600.0,1,3,2000,-0.04102283604539858,0.06416934400700951,70.12857142857142,68.02428571428571,58.8411316648531,1197700.0
2000-03-29,69.5,69.88,65.0,66.25,5886500.0,2,3,2000,-0.055325823470697255,0.06900241407188713,70.42285714285714,67.84142857142857,46.39029892836999,-4688800.0
2000-03-30,64.5,67.38,64.0,66.5,5034000.0,3,3,2000,0.0037735849056603765,0.04419290988693425,69.58285714285714,67.81428571428572,49.43753700414447,345200.0
2000-03-31,66.75,67.13,63.0,67.0,5115500.0,4,3,2000,0.007518796992481258,0.04431918816701274,69.05571428571429,67.93499999999999,52.58330785692449,5460700.0
2000-04-03,65.44,65.69,62.0,63.56,4865400.0,0,4,2000,-0.051343283582089505,0.045621368976926834,68.46571428571428,67.78714285714285,47.111359196204305,595300.0
2000-04-04,62.88,65.44,55.75,63.94,14318000.0,1,4,2000,0.005978602894902485,0.029758710779826773,67.21571428571428,67.80071428571429,50.27672589571803,14913300.0
2000-04-05,61.75,64.94,60.5,62.19,4900000.0,2,4,2000,-0.027369408820769436,0.02792467399555148,65.65285714285714,67.51071428571429,43.95473496128647,10013300.0
2000-04-06,63.44,65.5,61.88,64.25,6032700.0,3,4,2000,0.03312429651069304,0.033292749964770094,64.81285714285714,67.47071428571428,49.18128654970759,16046000.0
2000-04-07,65.13,68.63,64.13,67.56,6052300.0,4,4,2000,0.05151750972762659,0.034559402959599944,65.0,67.71142857142857,54.56763350501492,22098300.0
2000-04-10,67.25,68.44,63.25,63.38,4523600.0,0,4,2000,-0.06187092954410889,0.042425261449949264,64.55428571428571,67.06857142857142,36.31386861313869,17574700.0
2000-04-11,62.5,66.0,61.25,63.38,4706600.0,1,4,2000,0.0,0.042118143817998915,64.03714285714285,66.54642857142856,38.28150048092338,17574700.0
2000-04-12,64.0,64.38,56.25,56.38,8695500.0,2,4,2000,-0.11044493531082356,0.056069733867119394,63.01142857142857,65.73857142857143,33.9300937766411,8879200.0
2000-04-13,57.88,58.75,47.94,48.0,10679000.0,3,4,2000,-0.14863426747073438,0.0738086718286101,60.73428571428571,63.975,17.993259009592947,-1799800.0
2000-04-14,47.88,52.38,40.81,46.88,20074500.0,4,4,2000,-0.023333333333333317,0.07391821694964452,58.547142857142866,62.1,16.56050955414014,-21874300.0
2000-04-17,45.25,52.0,44.63,47.06,12180900.0,0,4,2000,0.0038395904436860917,0.0700071302755496,56.09142857142857,60.45214285714286,18.336535822124617,-9693400.0
2000-04-18,47.63,56.25,47.13,54.94,10735000.0,1,4,2000,0.1674458138546535,0.10201311435035981,54.28857142857142,59.644285714285715,36.01286173633439,1041600.0
2000-04-19,55.31,55.31,51.69,53.44,5373800.0,2,4,2000,-0.02730251183108845,0.10074340821858832,52.868571428571435,58.71142857142858,34.33301343570058,-4332200.0
2000-04-20,53.38,53.69,49.88,52.38,4925300.0,3,4,2000,-0.019835329341317265,0.10037274425795346,51.297142857142866,57.667142857142856,32.69412878787878,-9257500.0
2000-04-24,49.38,51.56,44.88,49.81,6693300.0,0,4,2000,-0.049064528445971756,0.09389238764309364,50.35857142857144,56.684999999999995,33.3816775441141,-15950800.0
2000-04-25,51.81,54.13,50.25,52.44,7150400.0,1,4,2000,0.0528006424412768,0.07457641664186375,50.99285714285715,55.86357142857143,36.81797340669418,-8800400.0
2000-04-26,53.31,57.44,52.45,53.5,12006400.0,2,4,2000,0.02021357742181551,0.07264328174309784,51.938571428571436,55.24285714285715,39.878872583275104,3206000.0
2000-04-27,49.31,55.25,48.5,52.88,11266000.0,3,4,2000,-0.011588785046728889,0.07348544005185047,52.769999999999996,54.430714285714295,36.29790310918294,-8060000.0
2000-04-28,54.0,55.63,53.13,55.19,6833800.0,4,4,2000,0.043683812405446165,0.03824032370791659,52.805714285714295,53.54714285714285,34.72462336379351,-1226200.0
2000-05-01,56.0,60.31,55.25,59.94,8578500.0,0,5,2000,0.08606631636165973,0.0471015642408233,53.73428571428572,53.30142857142857,45.81100828056502,7352300.0
2000-05-02,59.19,60.0,55.88,56.13,7427900.0,1,5,2000,-0.06356356356356352,0.05509499503286543,54.269999999999996,52.78357142857143,41.921105415645194,-75600.0
2000-05-03,55.25,56.56,53.0,54.13,5424800.0,2,5,2000,-0.03563156957063962,0.052832738622832734,54.887142857142855,52.62285714285714,47.17832957110609,-5500400.0
2000-05-04,54.25,56.5,53.13,55.06,4725200.0,3,5,2000,0.0171808608904489,0.05001650279295363,55.26142857142857,53.12714285714286,60.888340530536716,-775200.0
2000-05-05,54.63,58.63,54.13,58.5,4062100.0,4,5,2000,0.06247729749364317,0.054112503547546716,55.97571428571428,53.95714285714286,66.72423719055844,3286900.0
2000-05-08,56.81,59.25,55.44,56.02,3950000.0,0,5,2000,-0.042393162393162376,0.057683501092983876,56.42428571428571,54.597142857142856,62.09503239740822,-663100.0
2000-05-09,56.5,57.75,53.0,56.25,4551800.0,1,5,2000,0.004105676544091441,0.05570163739849446,56.575714285714284,54.69071428571429,52.228649200408306,3888700.0
2000-05-10,54.53,55.38,49.0,53.31,8711500.0,2,5,2000,-0.05226666666666657,0.04531911788154515,55.628571428571426,54.68142857142857,49.78916639636718,-4822800.0
2000-05-11,53.94,55.75,50.94,54.88,5580800.0,3,5,2000,0.029450384543237673,0.04250432995481615,55.449999999999996,54.86,53.98851308232292,758000.0
2000-05-12,54.69,56.5,53.13,53.75,3969600.0,4,5,2000,-0.020590379008746384,0.04089648029685642,55.395714285714284,55.14142857142857,56.588628762541816,-3211600.0
2000-05-15,53.63,56.5,50.88,56.06,4125400.0,0,5,2000,0.04297674418604647,0.043792875807043316,55.53857142857142,55.4,56.11899932386749,913800.0
2000-05-16,57.13,59.88,56.0,59.06,6432200.0,1,5,2000,0.05351409204423829,0.041866078666091634,55.618571428571435,55.79714285714285,58.819796954314725,7346000.0
2000-05-17,57.19,62.38,57.0,61.0,6998600.0,2,5,2000,0.032847951236031125,0.0380166218801036,56.330000000000005,56.37714285714286,62.36297198538368,14344600.0
2000-05-18,60.38,60.88,55.13,55.38,4727000.0,3,5,2000,-0.09213114754098362,0.05522001213757247,56.20571428571429,56.39071428571429,50.262793914246195,9617600.0
2000-05-19,54.63,55.75,52.25,52.63,4610900.0,4,5,2000,-0.049656915854098926,0.054822672585547384,56.10857142857144,55.86857142857143,39.297218155197655,5006700.0
2000-05-22,53.0,53.13,46.88,51.88,8272800.0,0,5,2000,-0.014250427512825348,0.05330926072979584,55.68,55.565,43.16500482470247,-3266100.0
2000-05-23,50.5,51.88,46.5,46.69,5837200.0,1,5,2000,-0.10003855050115662,0.06410906773721313,54.67142857142857,55.03357142857143,39.148191365227525,-9103300.0
2000-05-24,46.44,49.75,40.44,48.56,11666600.0,2,5,2000,0.040051402869993646,0.06365243891856372,53.6,54.56928571428572,40.772288472458825,2563300.0
2000-05-25,49.5,50.0,45.5,45.5,4919500.0,3,5,2000,-0.063014827018122,0.056509639219280774,51.66285714285714,53.64071428571429,31.343283582089555,-2356200.0
2000-05-26,46.25,47.75,44.0,46.5,3621000.0,4,5,2000,0.0219780219780219,0.054440492784417885,49.59142857142857,52.96071428571428,35.73141486810552,1264800.0
2000-05-30,47.31,51.88,47.31,51.75,5613200.0,1,5,2000,0.11290322580645151,0.07198963795351375,49.07285714285714,52.63928571428571,44.137571651902036,6878000.0
2000-05-31,50.75,52.25,49.63,49.94,6882000.0,2,5,2000,-0.03497584541062804,0.07075779611121087,48.68857142857143,52.39857142857143,45.47651006711409,-4000.0
2000-06-01,48.88,51.13,46.38,50.19,7622200.0,3,6,2000,0.005006007208650409,0.07072774555891048,48.44714285714286,52.06357142857143,43.47342053993877,7618200.0
2000-06-02,52.38,58.13,52.25,57.88,8322500.0,4,6,2000,0.15321777246463442,0.07705927557689711,50.04571428571428,52.35857142857143,54.85996705107084,15940700.0
2000-06-05,55.03,56.25,52.5,54.5,6813200.0,0,6,2000,-0.0583966827919834,0.08432577948666192,50.894285714285715,52.24714285714286,48.20936639118457,9127500.0
2000-06-06,54.0,54.56,50.25,50.56,4853100.0,1,6,2000,-0.07229357798165137,0.08589787011783886,51.61714285714286,51.64,40.449438202247194,4274400.0
2000-06-07,51.88,52.19,50.13,51.81,3841200.0,2,6,2000,0.02472310126582289,0.08592422526479937,52.37571428571429,50.98357142857143,39.51152704861904,8115600.0
2000-06-08,52.56,53.44,51.63,51.88,3040300.0,3,6,2000,0.001351090523065146,0.07519314517327287,52.394285714285715,50.73357142857144,45.4260324098275,11155900.0
2000-06-09,51.94,53.25,51.88,52.19,1922300.0,4,6,2000,0.00597532767925979,0.073347209639114,52.715714285714284,50.70214285714286,49.3858179787828,13078200.0
2000-06-12,52.19,52.19,47.0,48.44,3986000.0,0,6,2000,-0.07185284537267678,0.07945772108212028,52.465714285714284,50.45642857142858,45.56929417825863,9092200.0
2000-06-13,48.19,49.5,46.25,49.0,4788500.0,1,6,2000,0.011560693641618602,0.04276535441291665,51.19714285714286,50.621428571428574,53.37818075460662,13880700.0
2000-06-14,49.31,49.88,46.0,46.44,5020500.0,2,6,2000,-0.052244897959183745,0.041965367715598535,50.04571428571428,50.470000000000006,46.961009174311926,8860200.0
2000-06-15,47.0,47.94,45.31,46.31,3554700.0,3,6,2000,-0.002799310938845778,0.03580421625179624,49.43857142857143,50.52785714285715,51.26760563380282,5305500.0
2000-06-16,47.25,47.44,45.38,46.0,3070900.0,4,6,2000,-0.006694018570503224,0.032240283194758836,48.60857142857143,50.492142857142866,49.20025591810621,2234600.0
2000-06-19,45.5,45.88,43.5,45.31,5151500.0,0,6,2000,-0.014999999999999902,0.03132019740873957,47.67,50.03214285714286,37.94007490636705,-2916900.0
2000-06-20,45.88,48.63,45.13,46.13,6199100.0,1,6,2000,0.018097550209666746,0.03319252151744346,46.80428571428571,49.76,42.59043173862311,3282200.0
2000-06-21,45.44,46.94,45.06,46.06,3573300.0,2,6,2000,-0.0015174506828528056,0.022851921054381847,46.464285714285715,49.46500000000001,41.911476694085394,-291100.0
2000-06-22,46.19,46.44,41.63,42.0,10516100.0,3,6,2000,-0.08814589665653505,0.0364341563824573,45.464285714285715,48.33071428571429,13.744292237442906,-10807200.0
2000-06-23,36.63,37.0,32.47,33.88,51838200.0,4,6,2000,-0.19333333333333325,0.07504548339616685,43.67,46.85785714285715,11.298798798798785,-62645400.0
2000-06-26,35.31,35.33,32.81,33.94,21076400.0,0,6,2000,0.0017709563164107767,0.07545545007287009,41.902857142857144,45.67071428571428,13.488576449912102,-41569000.0
2000-06-27,33.75,38.5,33.5,36.5,17638200.0,1,6,2000,0.07542722451384809,0.08710629089881024,40.54571428571428,44.57714285714285,18.19692563356874,-23930800.0
2000-06-28,36.88,39.94,36.13,37.88,14874300.0,2,6,2000,0.03780821917808219,0.09072805031613448,39.48428571428571,43.57714285714285,22.419227738376662,-9056500.0
2000-06-29,37.13,38.5,36.13,37.13,8986500.0,3,6,2000,-0.019799366420274578,0.08909340430338313,38.198571428571434,42.50142857142857,20.83656080557708,-18043000.0
2000-06-30,37.0,37.25,35.5,36.31,6451900.0,4,6,2000,-0.02208456773498524,0.08845647917186464,36.805714285714295,41.635,23.503713411970296,-24494900.0
2000-07-03,36.69,37.5,36.5,37.0,1762400.0,0,7,2000,0.019003029468465993,0.0859042202829854,36.09142857142857,40.777857142857144,23.935708079930492,-22732500.0
2000-07-05,37.0,38.5,36.38,36.5,4213600.0,2,7,2000,-0.013513513513513487,0.03573630816767487,36.465714285714284,40.06785714285714,26.288167938931295,-26946100.0
2000-07-06,36.88,37.38,34.75,36.06,6767100.0,3,7,2000,-0.012054794520547918,0.03671491741528367,36.76857142857143,39.33571428571428,25.90503055947343,-33713200.0
2000-07-07,36.13,37.0,35.25,36.13,3870600.0,4,7,2000,0.0019412090959511907,0.02232789249236458,36.715714285714284,38.63071428571429,26.533523537803134,-29842600.0
2000-07-10,36.38,36.38,35.0,35.06,4240600.0,0,7,2000,-0.029615278162192116,0.016440814452475895,36.31285714285714,37.89857142857143,26.062587575899116,-34083200.0
2000-07-11,35.19,35.25,32.63,33.13,9896500.0,1,7,2000,-0.05504848830576159,0.023508765215956625,35.74142857142858,36.970000000000006,21.1367673179396,-43979700.0
2000-07-12,35.44,36.13,34.25,35.06,11265900.0,2,7,2000,0.05825535768185941,0.03618547239485638,35.56285714285715,36.184285714285714,27.440525020508616,-32713800.0
2000-07-13,35.63,36.0,34.88,35.0,8597500.0,3,7,2000,-0.0017113519680548306,0.03476872079393964,35.27714285714286,35.684285714285714,32.82630029440628,-41311300.0
2000-07-14,36.38,43.2,36.31,42.63,22436100.0,4,7,2000,0.21799999999999997,0.09161561366808237,36.152857142857144,36.309285714285714,71.99597787833082,-18875200.0
